Genome	Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Assembly	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level
GCA_001088105.1_6630_8_2_genomic.fna	Streptococcus agalactiae	CZ-NI-005	20122	SAMEA1031524 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001088105.1 	2.00541	35.2	-	CQEQ01	14	1985	1899	2015/03/23	2015/08/05	Scaffold
GCA_001089905.1_6630_6_16_genomic.fna	Streptococcus agalactiae	DE-NI-007	20122	SAMEA1031420 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001089905.1 	2.15583	35.2	-	CPVL01	36	2162	2064	2015/03/23	2015/08/05	Scaffold
GCA_001091485.1_6630_5_22_genomic.fna	Streptococcus agalactiae	DK-NI-022	20122	SAMEA1031477 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001091485.1 	2.12189	35.4	-	CPXG01	13	2120	2037	2015/03/22	2015/08/05	Scaffold
GCA_001093745.1_6630_5_12_genomic.fna	Streptococcus agalactiae	DK-NI-009	20122	SAMEA1031433 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001093745.1 	2.08751	35.4	-	CQBE01	22	2088	2002	2015/03/23	2015/08/05	Scaffold
GCA_001097365.1_6630_7_23_genomic.fna	Streptococcus agalactiae	CZ-NI-002	20122	SAMEA1031483 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001097365.1 	2.18801	35.5	-	CQBS01	36	2180	2086	2015/03/23	2015/08/05	Scaffold
GCA_001098005.1_6630_6_7_genomic.fna	Streptococcus agalactiae	BG-NI-010	20122	SAMEA1031529 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001098005.1 	2.0544	35.3	-	CPYN01	18	2056	1983	2015/03/23	2015/08/05	Scaffold
GCA_001098165.1_6630_5_7_genomic.fna	Streptococcus agalactiae	DK-NI-003	20122	SAMEA1031430 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001098165.1 	2.04967	35.2	-	CQEF01	23	2047	1982	2015/03/23	2015/08/05	Scaffold
GCA_001099185.1_6630_7_22_genomic.fna	Streptococcus agalactiae	CZ-NI-001	20122	SAMEA1031447 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001099185.1 	2.02745	35.3	-	CQDN01	16	2026	1947	2015/03/23	2015/08/05	Scaffold
GCA_001100165.1_6630_5_19_genomic.fna	Streptococcus agalactiae	DK-NI-016	20122	SAMEA1031517 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001100165.1 	2.10087	35.3	-	CPXO01	24	2107	2035	2015/03/22	2015/08/05	Scaffold
GCA_001101765.1_6630_6_13_genomic.fna	Streptococcus agalactiae	DE-NI-003	20122	SAMEA1031501 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001101765.1 	2.13347	35.5	-	CPVU01	23	2166	2078	2015/03/23	2015/08/05	Scaffold
GCA_001102725.1_6630_8_1_genomic.fna	Streptococcus agalactiae	CZ-NI-004	20122	SAMEA1031515 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001102725.1 	2.06145	35.3	-	CQAB01	17	2052	1970	2015/03/22	2015/08/05	Scaffold
GCA_001102825.1_6630_6_3_genomic.fna	Streptococcus agalactiae	BG-NI-005	20122	SAMEA1031432 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001102825.1 	2.03661	35.4	-	CPZX01	15	2007	1942	2015/03/23	2015/08/05	Scaffold
GCA_001103585.1_6630_5_23_genomic.fna	Streptococcus agalactiae	BG-NI-001	20122	SAMEA1031503 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001103585.1 	2.05717	35.2	-	CQDP01	28	2084	1994	2015/03/22	2015/08/05	Scaffold
GCA_001103625.1_6630_7_19_genomic.fna	Streptococcus agalactiae	IT-NI-034	20122	SAMEA1031423 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001103625.1 	2.00996	35.4	-	CPVW01	34	1967	1890	2015/03/23	2015/08/05	Scaffold
GCA_001104145.1_6630_6_23_genomic.fna	Streptococcus agalactiae	DE-NI-022	20122	SAMEA1031520 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001104145.1 	2.06915	35.3	-	CPVV01	16	2050	1975	2015/03/23	2015/08/05	Scaffold
GCA_001106525.1_6630_7_10_genomic.fna	Streptococcus agalactiae	IT-NI-009	20122	SAMEA1031424 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001106525.1 	2.0934	35.3	-	CPZS01	28	2071	1985	2015/03/22	2015/08/05	Scaffold
GCA_001108625.1_6630_7_16_genomic.fna	Streptococcus agalactiae	IT-NI-0031	20122	SAMEA1031452 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001108625.1 	2.05129	35.2	-	CQDD01	17	2038	1923	2015/03/23	2015/08/05	Scaffold
GCA_001108745.1_6630_5_21_genomic.fna	Streptococcus agalactiae	DK-NI-021	20122	SAMEA1031525 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001108745.1 	2.04936	35.3	-	CPVS01	29	2014	1923	2015/03/22	2015/08/05	Scaffold
GCA_001110405.1_6630_6_12_genomic.fna	Streptococcus agalactiae	DE-NI-001	20122	SAMEA1031488 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001110405.1 	2.10061	35.3	-	CQCI01	20	2093	2030	2015/03/23	2015/08/05	Scaffold
GCA_001114925.1_6630_5_3_genomic.fna	Streptococcus agalactiae	BE-NI-007	20122	SAMEA1031482 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001114925.1 	2.02927	35.3	-	CPVO01	28	1991	1920	2015/03/23	2015/08/05	Scaffold
GCA_001115485.1_6630_7_4_genomic.fna	Streptococcus agalactiae	DE-NI-040	20122	SAMEA1031493 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001115485.1 	2.08557	35.4	-	CPVG01	16	2078	1995	2015/03/22	2015/08/05	Scaffold
GCA_001116525.1_6630_5_10_genomic.fna	Streptococcus agalactiae	DK-NI-007	20122	SAMEA1031526 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001116525.1 	2.11012	35.4	-	CQCW01	28	2068	1975	2015/03/22	2015/08/05	Scaffold
GCA_001118625.1_6630_5_4_genomic.fna	Streptococcus agalactiae	BE-NI-008	20122	SAMEA1031461 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001118625.1 	2.06691	35.3	-	CPXX01	21	2082	1997	2015/03/22	2015/08/05	Scaffold
GCA_001119085.1_6630_5_6_genomic.fna	Streptococcus agalactiae	DK-NI-002	20122	SAMEA1031449 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001119085.1 	2.01075	35.4	-	CPXA01	12	1984	1902	2015/03/22	2015/08/05	Scaffold
GCA_001119265.1_6630_6_14_genomic.fna	Streptococcus agalactiae	DE-NI-004	20122	SAMEA1031513 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001119265.1 	2.13482	35.5	-	CQDW01	21	2166	2076	2015/03/23	2015/08/05	Scaffold
GCA_001123205.1_6630_5_24_genomic.fna	Streptococcus agalactiae	BG-NI-002	20122	SAMEA1031462 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001123205.1 	2.03878	35.3	-	CPWS01	30	2021	1929	2015/03/23	2015/08/05	Scaffold
GCA_001123605.1_6630_5_20_genomic.fna	Streptococcus agalactiae	DK-NI-019	20122	SAMEA1031514 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001123605.1 	2.18198	35.4	-	CPYR01	15	2191	2104	2015/03/22	2015/08/05	Scaffold
GCA_001123965.1_6630_6_9_genomic.fna	Streptococcus agalactiae	BG-NI-012	20122	SAMEA1031425 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001123965.1 	2.08668	35.2	-	CQDC01	45	2058	1969	2015/03/23	2015/08/05	Scaffold
GCA_001124925.1_6630_6_17_genomic.fna	Streptococcus agalactiae	DE-NI-010	20122	SAMEA1031465 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001124925.1 	2.09877	35.4	-	CQBY01	77	2096	2002	2015/03/23	2015/08/05	Scaffold
GCA_001127665.1_6630_8_6_genomic.fna	Streptococcus agalactiae	CZ-NI-009	20122	SAMEA1031535 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001127665.1 	2.05674	35.3	-	CQDA01	16	2044	1970	2015/03/23	2015/08/05	Scaffold
GCA_001130545.1_6630_6_6_genomic.fna	Streptococcus agalactiae	BG-NI-009	20122	SAMEA1031527 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001130545.1 	2.117	35.3	-	CQCG01	18	2119	2026	2015/03/22	2015/08/05	Scaffold
GCA_001133525.1_6630_7_17_genomic.fna	Streptococcus agalactiae	IT-NI-032	20122	SAMEA1031467 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001133525.1 	2.11409	35.5	-	CQES01	35	2115	1998	2015/03/23	2015/08/05	Scaffold
GCA_001133625.1_6630_6_1_genomic.fna	Streptococcus agalactiae	BG-NI-003	20122	SAMEA1031445 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001133625.1 	2.25214	35	-	CPYK01	27	2242	2164	2015/03/23	2015/08/05	Scaffold
GCA_001134425.1_6630_6_4_genomic.fna	Streptococcus agalactiae	BG-NI-006	20122	SAMEA1031492 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001134425.1 	2.18139	35.5	-	CPXW01	17	2164	2076	2015/03/23	2015/08/05	Scaffold
GCA_001134625.1_6630_7_3_genomic.fna	Streptococcus agalactiae	DE-NI-037	20122	SAMEA1031476 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001134625.1 	2.05743	35.3	-	CPVR01	27	2042	1939	2015/03/23	2015/08/05	Scaffold
GCA_001135525.1_6630_5_1_genomic.fna	Streptococcus agalactiae	BE-NI-001	20122	SAMEA1031506 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001135525.1 	1.97139	35.2	-	CQBL01	16	1956	1876	2015/03/23	2015/08/05	Scaffold
GCA_001138645.1_6630_7_2_genomic.fna	Streptococcus agalactiae	DE-NI-036	20122	SAMEA1031463 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001138645.1 	2.01099	35.4	-	CPVM01	25	1984	1888	2015/03/23	2015/08/05	Scaffold
GCA_001140025.1_6630_6_15_genomic.fna	Streptococcus agalactiae	DE-NI-006	20122	SAMEA1031437 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001140025.1 	2.01635	35.2	-	CQDH01	14	2028	1950	2015/03/22	2015/08/05	Scaffold
GCA_001140565.1_6630_8_5_genomic.fna	Streptococcus agalactiae	CZ-NI-008	20122	SAMEA1031438 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001140565.1 	2.05735	35.3	-	CPVH01	15	2048	1971	2015/03/23	2015/08/05	Scaffold
GCA_001142125.1_6630_7_7_genomic.fna	Streptococcus agalactiae	IT-NI-003	20122	SAMEA1031536 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001142125.1 	2.02911	35.3	-	CPXM01	47	2020	1922	2015/03/22	2015/08/05	Scaffold
GCA_001142165.1_6630_7_6_genomic.fna	Streptococcus agalactiae	DE-NI-042	20122	SAMEA1031519 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001142165.1 	2.05932	35.3	-	CPWP01	34	2043	1976	2015/03/23	2015/08/05	Scaffold
GCA_001145805.1_6630_7_12_genomic.fna	Streptococcus agalactiae	IT-NI-018	20122	SAMEA1031523 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001145805.1 	2.11411	35.2	-	CPWF01	34	2088	1984	2015/03/23	2015/08/05	Scaffold
GCA_001146325.1_6630_7_18_genomic.fna	Streptococcus agalactiae	IT-NI-033	20122	SAMEA1031419 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001146325.1 	2.02517	35.3	-	CQDV01	33	2004	1926	2015/03/23	2015/08/05	Scaffold
GCA_001147165.1_6630_8_7_genomic.fna	Streptococcus agalactiae	CZ-NI-010	20122	SAMEA1031521 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001147165.1 	2.09159	35.2	-	CQBC01	44	2097	2000	2015/03/22	2015/08/05	Scaffold
GCA_001152205.1_6630_7_5_genomic.fna	Streptococcus agalactiae	DE-NI-041	20122	SAMEA1031499 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001152205.1 	2.1633	35.4	-	CQDE01	68	2179	2058	2015/03/23	2015/08/05	Scaffold
GCA_001153505.1_6630_5_8_genomic.fna	Streptococcus agalactiae	DK-NI-004	20122	SAMEA1031485 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001153505.1 	2.11674	35.5	-	CPZR01	33	2114	2025	2015/03/22	2015/08/05	Scaffold
GCA_001155125.1_6630_6_19_genomic.fna	Streptococcus agalactiae	DE-NI-0013	20122	SAMEA1031443 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001155125.1 	1.99165	35.3	-	CPXV01	28	1987	1889	2015/03/22	2015/08/05	Scaffold
GCA_001155785.1_6630_8_10_genomic.fna	Streptococcus agalactiae	CZ-NI-015	20122	SAMEA1031481 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001155785.1 	2.06117	35.3	-	CPWW01	14	2053	1971	2015/03/23	2015/08/05	Scaffold
GCA_001155905.1_6630_8_3_genomic.fna	Streptococcus agalactiae	CZ-NI-006	20122	SAMEA1031537 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001155905.1 	2.05771	35.3	-	CPVB01	13	2054	1966	2015/03/23	2015/08/05	Scaffold
GCA_001156365.1_6630_5_17_genomic.fna	Streptococcus agalactiae	DK-NI-014	20122	SAMEA1031498 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001156365.1 	2.10311	35.4	-	CQEL01	14	2071	2020	2015/03/23	2015/08/06	Scaffold
GCA_001159365.1_6630_5_14_genomic.fna	Streptococcus agalactiae	DK-NI-011	20122	SAMEA1031474 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001159365.1 	2.08981	35.5	-	CPZV01	32	2082	1988	2015/03/22	2015/08/06	Scaffold
GCA_001160905.1_6630_7_20_genomic.fna	Streptococcus agalactiae	IT-NI-036	20122	SAMEA1031469 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001160905.1 	2.1813	35.4	-	CPWV01	18	2166	2063	2015/03/22	2015/08/06	Scaffold
GCA_001162145.1_6630_7_1_genomic.fna	Streptococcus agalactiae	DE-NI-033	20122	SAMEA1031453 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001162145.1 	2.04362	35.2	-	CQCN01	15	2020	1937	2015/03/22	2015/08/06	Scaffold
GCA_001162445.1_6630_6_24_genomic.fna	Streptococcus agalactiae	DE-NI-032	20122	SAMEA1031434 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001162445.1 	2.09925	35.3	-	CQAV01	31	2092	1990	2015/03/22	2015/08/06	Scaffold
GCA_001163105.1_6630_5_5_genomic.fna	Streptococcus agalactiae	DK-NI-001	20122	SAMEA1031472 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001163105.1 	2.05744	35.3	-	CQCS01	30	2009	1931	2015/03/22	2015/08/06	Scaffold
GCA_001164665.1_6630_8_9_genomic.fna	Streptococcus agalactiae	CZ-NI-014	20122	SAMEA1031496 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001164665.1 	2.14701	35.5	-	CPYH01	22	2139	2058	2015/03/23	2015/08/06	Scaffold
GCA_001166505.1_6630_6_22_genomic.fna	Streptococcus agalactiae	DE-NI-0019	20122	SAMEA1031530 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001166505.1 	2.03098	35.2	-	CQEW01	31	2007	1929	2015/03/23	2015/08/06	Scaffold
GCA_001173205.1_6753_5_16_genomic.fna	Streptococcus agalactiae	RBH05	20122	SAMEA1031444 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001173205.1 	2.05723	35.3	-	CQDX01	21	2018	1966	2015/03/23	2015/08/07	Scaffold
GCA_001174785.1_6630_7_15_genomic.fna	Streptococcus agalactiae	IT-NI-028	20122	SAMEA1031446 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001174785.1 	2.05817	35.3	-	CPXY01	17	2047	1968	2015/03/23	2015/08/06	Scaffold
GCA_001217725.1_6630_8_13_genomic.fna	Streptococcus agalactiae	GB-NI-002	20122	SAMEA1031431 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001217725.1 	2.15549	35.5	-	CTKT01	37	2175	2065	2015/03/26	2015/08/13	Scaffold
GCA_001218205.1_6630_8_17_genomic.fna	Streptococcus agalactiae	GB-NI-006	20122	SAMEA1031510 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001218205.1 	2.017	35.2	-	CTRF01	12	2019	1942	2015/03/26	2015/08/13	Scaffold
GCA_001218945.1_6630_8_20_genomic.fna	Streptococcus agalactiae	GB-NI-010	20122	SAMEA1031497 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001218945.1 	2.10443	35.3	-	CTIW01	16	2081	2006	2015/03/26	2015/08/13	Scaffold
GCA_001221465.1_6630_8_23_genomic.fna	Streptococcus agalactiae	GB-NI-015	20122	SAMEA1031468 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001221465.1 	2.13871	35.5	-	CTJD01	34	2144	2049	2015/03/26	2015/08/13	Scaffold
GCA_001221525.1_6630_8_21_genomic.fna	Streptococcus agalactiae	GB-NI-011	20122	SAMEA1031500 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001221525.1 	2.13369	35.2	-	CTKW01	34	2129	2031	2015/03/26	2015/08/13	Scaffold
GCA_001221825.1_6630_8_18_genomic.fna	Streptococcus agalactiae	GB-NI-007	20122	SAMEA1031522 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001221825.1 	2.07276	35.2	-	CTKP01	39	2029	1955	2015/03/26	2015/08/13	Scaffold
GCA_001221965.1_6630_8_14_genomic.fna	Streptococcus agalactiae	GB-NI-003	20122	SAMEA1031428 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001221965.1 	2.06369	35.4	-	CTIX01	27	2033	1929	2015/03/26	2015/08/13	Scaffold
GCA_001222045.1_6630_8_15_genomic.fna	Streptococcus agalactiae	GB-NI-004	20122	SAMEA1031414 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001222045.1 	2.09105	35.3	-	CTIS01	29	2081	1982	2015/03/26	2015/08/13	Scaffold
GCA_001222545.1_6630_8_16_genomic.fna	Streptococcus agalactiae	GB-NI-005	20122	SAMEA1031422 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001222545.1 	2.00626	35.4	-	CTFP01	26	1981	1884	2015/03/26	2015/08/13	Scaffold
GCA_001222685.1_6630_8_22_genomic.fna	Streptococcus agalactiae	GB-NI-014	20122	SAMEA1031451 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001222685.1 	2.04155	35.3	-	CTEY01	86	2022	1946	2015/03/26	2015/08/13	Scaffold
GCA_001223485.1_6630_8_19_genomic.fna	Streptococcus agalactiae	GB-NI-009	20122	SAMEA1031480 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001223485.1 	2.05676	35.3	-	CTKF01	18	2048	1964	2015/03/26	2015/08/21	Scaffold
GCA_001348555.1_6630_6_8_genomic.fna	Streptococcus agalactiae	BG-NI-011	20122	SAMEA1031415 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348555.1 	2.05698	35.3	-	CHJW01	14	2050	1965	2015/04/21	2015/11/10	Scaffold
GCA_001348575.1_6630_8_4_genomic.fna	Streptococcus agalactiae	CZ-NI-007	20122	SAMEA1031416 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348575.1 	1.99182	35.2	-	CGCE01	16	1990	1901	2015/03/15	2015/11/10	Scaffold
GCA_001348595.1_6630_5_13_genomic.fna	Streptococcus agalactiae	DK-NI-010	20122	SAMEA1031417 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348595.1 	2.09219	35.5	-	CGCK01	34	2094	1987	2015/03/15	2015/10/27	Scaffold
GCA_001348635.1_6630_6_2_genomic.fna	Streptococcus agalactiae	BG-NI-004	20122	SAMEA1031426 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348635.1 	2.05405	35.4	-	CFLB01	15	2045	1961	2015/03/15	2015/11/10	Scaffold
GCA_001348675.1_6630_5_18_genomic.fna	Streptococcus agalactiae	DK-NI-015	20122	SAMEA1031435 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348675.1 	2.05378	35.2	-	CHYR01	21	2067	1976	2015/04/21	2015/11/10	Scaffold
GCA_001348695.1_6630_5_16_genomic.fna	Streptococcus agalactiae	DK-NI-013	20122	SAMEA1031440 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348695.1 	2.06736	35.3	-	CHDT01	19	2058	1977	2015/04/21	2015/10/27	Scaffold
GCA_001348755.1_6630_7_9_genomic.fna	Streptococcus agalactiae	IT-NI-008	20122	SAMEA1031450 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348755.1 	2.02516	35.1	-	CHZE01	31	1995	1915	2015/04/21	2015/11/10	Scaffold
GCA_001348775.1_6630_5_15_genomic.fna	Streptococcus agalactiae	DK-NI-012	20122	SAMEA1031455 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348775.1 	2.05149	35.3	-	CGCD01	16	2035	1963	2015/03/15	2015/11/10	Scaffold
GCA_001348795.1_6630_7_21_genomic.fna	Streptococcus agalactiae	IT-NI-037	20122	SAMEA1031459 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348795.1 	2.17879	35.4	-	CHZB01	21	2160	2047	2015/04/21	2015/10/27	Scaffold
GCA_001348815.1_6630_6_18_genomic.fna	Streptococcus agalactiae	DE-NI-012	20122	SAMEA1031464 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348815.1 	2.10848	35.3	-	CGBT01	9	2104	2030	2015/03/15	2015/10/27	Scaffold
GCA_001348835.1_6630_7_8_genomic.fna	Streptococcus agalactiae	IT-NI-007	20122	SAMEA1031466 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348835.1 	2.08276	35.5	-	CGBF01	35	2057	1961	2015/03/15	2015/11/10	Scaffold
GCA_001348855.1_6630_5_9_genomic.fna	Streptococcus agalactiae	DK-NI-005	20122	SAMEA1031479 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348855.1 	1.92973	35.3	-	CIJH01	16	1908	1827	2015/04/21	2015/11/10	Scaffold
GCA_001348875.1_6630_7_13_genomic.fna	Streptococcus agalactiae	IT-NI-019	20122	SAMEA1031487 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348875.1 	2.08233	35.5	-	CHDP01	33	2072	1967	2015/04/21	2015/11/10	Scaffold
GCA_001348895.1_6630_5_2_genomic.fna	Streptococcus agalactiae	BE-NI-005	20122	SAMEA1031489 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348895.1 	2.05515	35.3	-	CHYX01	16	2066	1988	2015/04/21	2015/10/27	Scaffold
GCA_001348915.1_6630_6_20_genomic.fna	Streptococcus agalactiae	DE-NI-014	20122	SAMEA1031494 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348915.1 	2.01682	35.2	-	CGBZ01	16	2013	1930	2015/03/15	2015/10/27	Scaffold
GCA_001348935.1_6630_7_14_genomic.fna	Streptococcus agalactiae	IT-NI-020	20122	SAMEA1031505 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348935.1 	2.00346	35.4	-	CGCL01	32	1961	1848	2015/03/15	2015/11/10	Scaffold
GCA_001348955.1_6630_8_8_genomic.fna	Streptococcus agalactiae	CZ-NI-013	20122	SAMEA1031507 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348955.1 	2.06202	35.3	-	CIJL01	14	2050	1972	2015/04/21	2015/10/27	Scaffold
GCA_001348975.1_6630_6_5_genomic.fna	Streptococcus agalactiae	BG-NI-007	20122	SAMEA1031508 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348975.1 	2.18122	35.4	-	CHYW01	15	2163	2079	2015/04/21	2015/10/27	Scaffold
GCA_001348995.1_6630_7_11_genomic.fna	Streptococcus agalactiae	IT-NI-016	20122	SAMEA1031509 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348995.1 	2.07584	35.5	-	CGBY01	33	2053	1948	2015/03/15	2015/10/27	Scaffold
GCA_001349015.1_6630_5_11_genomic.fna	Streptococcus agalactiae	DK-NI-008	20122	SAMEA1031511 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001349015.1 	2.05489	35.2	-	CGGK01	20	2047	1957	2015/03/15	2015/10/27	Scaffold
GCA_001592615.1_ASM159261v1_genomic.fna	Streptococcus agalactiae	KKN 3/1 (L)	20122	SAMD00042788 	PRJDB4317	Terrabacteria group	Firmicutes	GCA_001592615.1 	2.10659	35.5	-	BCNI01	58	2085	2014	2016/01/26	2016/04/12	Scaffold
GCA_001592635.1_ASM159263v1_genomic.fna	Streptococcus agalactiae	UBN 6/2 (K)	20122	SAMD00042787 	PRJDB4317	Terrabacteria group	Firmicutes	GCA_001592635.1 	2.04158	35.2	-	BCNJ01	34	2036	1977	2016/01/26	2016/04/12	Scaffold
GCA_001675305.1_ASM167530v1_genomic.fna	Streptococcus agalactiae	HZAUSC001	20122	SAMN03955805 	PRJNA291826	Terrabacteria group	Firmicutes	GCA_001675305.1 	2.02469	35.4	-	LHQU01	80	1964	1904	2016/06/22	2016/06/23	Scaffold
GCA_000427055.1_ILRI112_genomic.fna	Streptococcus agalactiae ILRI112	ILRI112	20122	SAMEA2272025 	PRJEB1774	Terrabacteria group	Firmicutes	GCA_000427055.1 	2.0292	35.3	chromosome I:HF952106.1	-	1	2173	2073	2013/05/28	2014/06/25	Complete Genome
GCA_000599965.1_ASM59996v1_genomic.fna	Streptococcus agalactiae 138P	138P	20122	SAMN02689812 	PRJNA226756	Terrabacteria group	Firmicutes	GCA_000599965.1 	1.8387	35.5	chromosome:CP007482.1	-	1	1831	1593	2014/03/25	2014/04/21	Complete Genome
GCA_000636115.1_ASM63611v1_genomic.fna	Streptococcus agalactiae	138spar	20122	SAMN02721568 	PRJNA226756	Terrabacteria group	Firmicutes	GCA_000636115.1 	1.83813	35.5	chromosome:CP007565.1	-	1	1825	1590	2014/04/23	2014/05/20	Complete Genome
GCA_000967445.1_ASM96744v1_genomic.fna	Streptococcus agalactiae	2-22	20122	SAMEA3283110 	PRJEB643	Terrabacteria group	Firmicutes	GCA_000967445.1 	1.83887	35.5	chromosome:FO393392.1	-	1	1854	1548	2013/05/07	2015/03/07	Complete Genome
GCA_001190865.1_ASM119086v1_genomic.fna	Streptococcus agalactiae	GX026	20122	SAMN02906739 	PRJNA254961	Terrabacteria group	Firmicutes	GCA_001190865.1 	1.84065	35.5	chromosome:CP011328.1	-	1	1875	1613	2015/08/03	2015/08/03	Complete Genome
GCA_000418955.1_S_agalactiaeMC634-1.0_genomic.fna	Streptococcus agalactiae MC634	MC634	20122	SAMN02436717 	PRJNA203073	Terrabacteria group	Firmicutes	GCA_000418955.1 	2.06879	35.3	-	ATON01	340	-	-	2013/07/03	2013/12/06	Scaffold
GCA_000418975.1_S_agalactiaeMC633-1.0_genomic.fna	Streptococcus agalactiae MC633	MC633	20122	SAMN02436895 	PRJNA203072	Terrabacteria group	Firmicutes	GCA_000418975.1 	2.05799	35.3	-	ATOO01	490	-	-	2013/07/03	2013/12/06	Scaffold
GCA_000419035.1_S_agalactiaeMC631-1.0_genomic.fna	Streptococcus agalactiae MC631	MC631	20122	SAMN02436763 	PRJNA203070	Terrabacteria group	Firmicutes	GCA_000419035.1 	2.04887	35.2	-	ATOQ01	314	-	-	2013/07/03	2013/12/06	Scaffold
