Fasta	Genome	contig	Start	Stop	protID	name	url
GCA-001026925-protein829.fasta	GCA_001026925	CP010867.1	874306	874978	829	Thiamine-phosphate synthase	http://purl.uniprot.org/uniprot/Q3K1L6
GCA-000196055-protein2078.fasta	GCA_000196055	AL732656.1	2148105	2149167	2078	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E2P4
GCA-000689235-protein1627.fasta	GCA_000689235	HG939456.1	1697573	1698839	1627	MBOAT family protein	http://purl.uniprot.org/uniprot/E7S2G9
GCA-001275545-protein2890.fasta	GCA_001275545	CP012419.2	1016840	1017215	2890	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005BB2F6
GCA-000967445-protein3922.fasta	GCA_000967445	FO393392.1	1760263	1761805	3922	Membrane protein	http://purl.uniprot.org/uniprot/A0A0E1EK99
GCA-000967445-protein2156.fasta	GCA_000967445	FO393392.1	25037	25745	2156		
GCA-001655175-protein632.fasta	GCA_001655175	CP015976.1	636070	637684	632		
GCA-000730215-protein2853.fasta	GCA_000730215	CP007631.2	878845	879064	2853	DNA-binding helix-turn-helix protein	http://purl.uniprot.org/uniprot/E7S4V4
GCA-000007265-protein2002.fasta	GCA_000007265	AE009948.1	2054056	2054836	2002	Uridine phosphorylase	http://purl.uniprot.org/uniprot/F8Y3Q0
GCA-000831125-protein2437.fasta	GCA_000831125	CP007571.1	328465	329551	2437	Sensor histidine kinase	http://purl.uniprot.org/uniprot/A0A0H1PUN4
GCA-001592385-protein1418.fasta	GCA_001592385	CP010874.1	1463965	1465681	1418	aminodeoxychorismate synthase, component I	http://purl.uniprot.org/uniparc/UPI0002FEFC41
GCA-000782855-protein2554.fasta	GCA_000782855	CP006910.1	582847	584356	2554		
GCA-000831105-protein586.fasta	GCA_000831105	CP007572.1	606359	607142	586	DNA replication protein	http://purl.uniprot.org/uniprot/A0A1A9DZS7
GCA-001655175-protein285.fasta	GCA_001655175	CP015976.1	298942	300430	285		
GCA-000007265-protein419.fasta	GCA_000007265	AE009948.1	447506	451676	419	Surface protein Rib	http://purl.uniprot.org/uniprot/Q8E1C4
GCA-000730255-protein222.fasta	GCA_000730255	CP007632.1	242482	243280	222	Integrase	http://purl.uniprot.org/uniprot/V6Z140
GCA-000689235-protein207.fasta	GCA_000689235	HG939456.1	228321	228708	207	Mini-ribonuclease 3	http://purl.uniprot.org/uniprot/A0A1J7VPU6
GCA-000831105-protein677.fasta	GCA_000831105	CP007572.1	692788	693469	677	Peptide ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/A0A1A9E037
GCA-000007265-protein1805.fasta	GCA_000007265	AE009948.1	1855137	1855344	1805	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8DXI6
GCA-001026925-protein778.fasta	GCA_001026925	CP010867.1	819930	820539	778	Superoxide dismutase [Mn/Fe]	http://purl.uniprot.org/uniprot/P0A4J3
GCA-000007265-protein338.fasta	GCA_000007265	AE009948.1	363148	363571	338	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	http://purl.uniprot.org/uniprot/Q3K331
GCA-000782855-protein2351.fasta	GCA_000782855	CP006910.1	391607	392213	2351	Uncharacterized protein	http://purl.uniprot.org/uniprot/S4WCS0
GCA-001026925-protein1677.fasta	GCA_001026925	CP010867.1	1752867	1754946	1677	Elongation factor G	http://purl.uniprot.org/uniprot/Q3JZB5
GCA-001592385-protein1789.fasta	GCA_001592385	CP010874.1	1839237	1840275	1789	Peptidase M42	http://purl.uniprot.org/uniprot/A0A0H1TVJ0
GCA-001592385-protein672.fasta	GCA_001592385	CP010874.1	671542	672604	672	alpha/beta hydrolase	http://purl.uniprot.org/uniparc/UPI0002D30578
GCA-001655175-protein409.fasta	GCA_001655175	CP015976.1	420522	421560	409		
GCA-000730215-protein4112.fasta	GCA_000730215	CP007631.2	2168620	2168839	4112	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EK45
GCA-000831105-protein1840.fasta	GCA_000831105	CP007572.1	1931149	1932070	1840	Cro/Cl family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1A9E381
GCA-000831105-protein681.fasta	GCA_000831105	CP007572.1	697657	699292	681	MobA/MobL protein	http://purl.uniprot.org/uniprot/A0A1A9E054
GCA-000196055-protein372.fasta	GCA_000196055	AL732656.1	387384	388878	372	RepR	http://purl.uniprot.org/uniprot/S8FSM5
GCA-000782855-protein3820.fasta	GCA_000782855	CP006910.1	1897618	1899004	3820	YSIRK signal domain/LPXTG anchor domain surface protein	http://purl.uniprot.org/uniparc/UPI00053039DA
GCA-001592385-protein1233.fasta	GCA_001592385	CP010874.1	1266788	1268861	1233	Bifunctional metallophosphatase/5'-nucleotidase	http://purl.uniprot.org/uniprot/A0A0E1ENU2
GCA-000427075-protein4069.fasta	GCA_000427075	HF952105.1	2063101	2063434	4069	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332E4AF
GCA-001026925-protein538.fasta	GCA_001026925	CP010867.1	562908	564105	538	Voltage-gated chloride channel family protein	http://purl.uniprot.org/uniprot/F8XZ24
GCA-001190885-protein3081.fasta	GCA_001190885	CP011329.1	1284825	1286499	3081	NAD(FAD)-dependent dehydrogenase	http://purl.uniprot.org/uniprot/A0A0Z8QH97
GCA-000782855-protein2350.fasta	GCA_000782855	CP006910.1	388896	391587	2350	Amidase	http://purl.uniprot.org/uniprot/A0A1J7WED5
GCA-000196055-protein390.fasta	GCA_000196055	AL732656.1	397562	399929	390	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8CME2
GCA-001655175-protein1105.fasta	GCA_001655175	CP015976.1	1114283	1114934	1105		
GCA-000012705-protein2213.fasta	GCA_000012705	CP000114.1	120555	121053	2213	Carbonic anhydrase	http://purl.uniprot.org/uniprot/E7S711
GCA-000967445-protein3908.fasta	GCA_000967445	FO393392.1	1746937	1747303	3908		
GCA-000782855-protein2325.fasta	GCA_000782855	CP006910.1	368478	369222	2325	ABC transporter ATP-binding protein	http://purl.uniprot.org/uniparc/UPI0005303548
GCA-000007265-protein1927.fasta	GCA_000007265	AE009948.1	1970584	1971199	1927	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1C2CNM2
GCA-001592385-protein1821.fasta	GCA_001592385	CP010874.1	1867495	1867954	1821	DNA mismatch repair protein MutT	http://purl.uniprot.org/uniprot/A0A0H1MDQ8
GCA-001026925-protein965.fasta	GCA_001026925	CP010867.1	1026925	1027207	965	UPF0223 protein SAK_1090	http://purl.uniprot.org/uniprot/Q3K192
GCA-000196055-protein1069.fasta	GCA_000196055	AL732656.1	1107621	1107972	1069	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y0E9
GCA-001592385-protein125.fasta	GCA_001592385	CP010874.1	107352	109356	125	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00077C61CC
GCA-001655175-protein458.fasta	GCA_001655175	CP015976.1	464875	465580	458		
GCA-000831105-protein1488.fasta	GCA_000831105	CP007572.1	1572809	1573664	1488	S1 RNA-binding protein	http://purl.uniprot.org/uniprot/S9L104
GCA-001592385-protein18.fasta	GCA_001592385	CP010874.1	22594	23911	18	carbohydrate ABC transporter substrate-binding protein	http://purl.uniprot.org/uniparc/UPI00005BB1BB
GCA-000967445-protein3766.fasta	GCA_000967445	FO393392.1	1605967	1606429	3766	Putative small multi-drug export protein	http://purl.uniprot.org/uniprot/E7S2B0
GCA-000007265-protein81.fasta	GCA_000007265	AE009948.1	88852	89236	81	30S ribosomal protein S11	http://purl.uniprot.org/uniprot/C0M7C6
GCA-001592385-protein496.fasta	GCA_001592385	CP010874.1	488526	488781	496	DUF1912 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005BB22F
GCA-001552035-protein2767.fasta	GCA_001552035	CP012480.1	712163	712727	2767	Phage protein	http://purl.uniprot.org/uniprot/W1TVF9
GCA-000007265-protein1951.fasta	GCA_000007265	AE009948.1	1990884	1992117	1951	Cro/Cl family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1J7UNL8
GCA-000730215-protein2236.fasta	GCA_000730215	CP007631.2	259352	259625	2236	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F0CDC2
GCA-001592385-protein841.fasta	GCA_001592385	CP010874.1	854065	855199	841	glucose-1-phosphate adenylyltransferase subunit GlgD	http://purl.uniprot.org/uniparc/UPI0003027D26
GCA-001266635-protein1891.fasta	GCA_001266635	CP010319.1	1972950	1973304	1891	S4 domain-containing protein YaaA	http://purl.uniprot.org/uniprot/A0A0H1FI12
GCA-000730215-protein3603.fasta	GCA_000730215	CP007631.2	1668220	1668769	3603	Putative tRNA (cytidine(34)-2'-O)-methyltransferase	http://purl.uniprot.org/uniprot/F8Y2B8
GCA-000007265-protein1097.fasta	GCA_000007265	AE009948.1	1137038	1137533	1097	Thiol peroxidase	http://purl.uniprot.org/uniprot/Q8DZH0
GCA-000007265-protein1778.fasta	GCA_000007265	AE009948.1	1833317	1833722	1778	Antitoxin HicB	http://purl.uniprot.org/uniprot/A0A1F0C5P6
GCA-000427035-protein3030.fasta	GCA_000427035	HF952104.1	1300365	1301199	3030	transcription antiterminator	http://purl.uniprot.org/uniparc/UPI0002B94A64
GCA-001683515-protein3033.fasta	GCA_001683515	CP016391.1	1210108	1212307	3033	single-stranded-DNA-specific exonuclease RecJ	http://purl.uniprot.org/uniparc/UPI00080744DC
GCA-000012705-protein4074.fasta	GCA_000012705	CP000114.1	2027266	2027857	4074	Holliday junction ATP-dependent DNA helicase RuvA	http://purl.uniprot.org/uniprot/Q3JYM8
GCA-000730255-protein445.fasta	GCA_000730255	CP007632.1	483851	484700	445	type I-C CRISPR-associated protein Cas7/Csd2	http://purl.uniprot.org/uniparc/UPI0002BBFF15
GCA-001190805-protein2749.fasta	GCA_001190805	CP011325.1	780826	781444	2749	Conserved domain protein	http://purl.uniprot.org/uniprot/Q8E0H7
GCA-001655175-protein1097.fasta	GCA_001655175	CP015976.1	1106485	1107019	1097		
GCA-000831105-protein1232.fasta	GCA_000831105	CP007572.1	1297261	1298131	1232	Glucose-1-phosphate thymidylyltransferase	http://purl.uniprot.org/uniprot/A0A1J7UHT3
GCA-000007265-protein597.fasta	GCA_000007265	AE009948.1	600980	601238	597	Transposase	http://purl.uniprot.org/uniprot/S9KM24
GCA-000689235-protein252.fasta	GCA_000689235	HG939456.1	276044	276686	252	FMN-dependent NADH-azoreductase	http://purl.uniprot.org/uniprot/Q3K3B0
GCA-001190885-protein2492.fasta	GCA_001190885	CP011329.1	660664	661483	2492	Antibiotic ABC transporter permease	http://purl.uniprot.org/uniprot/A0A0E1EGM6
GCA-000427035-protein2140.fasta	GCA_000427035	HF952104.1	364692	365325	2140		
GCA-000730215-protein3264.fasta	GCA_000730215	CP007631.2	1316548	1318057	3264	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1ENK0
GCA-000831145-protein1693.fasta	GCA_000831145	CP007570.1	1806989	1807373	1693	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B92D73
GCA-001190885-protein3884.fasta	GCA_001190885	CP011329.1	2113728	2114850	3884	tRNA-specific 2-thiouridylase MnmA	http://purl.uniprot.org/uniprot/P66978
GCA-000831105-protein568.fasta	GCA_000831105	CP007572.1	597612	598692	568	Prophage LambdaSa1, site-specific recombinase phage integrase family protein	http://purl.uniprot.org/uniprot/F8XZ26
GCA-001592385-protein793.fasta	GCA_001592385	CP010874.1	801447	803253	793	oligoendopeptidase F	http://purl.uniprot.org/uniparc/UPI00031A6188
GCA-001275545-protein3108.fasta	GCA_001275545	CP012419.2	1215298	1215547	3108	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0006AC38F9
GCA-001266635-protein553.fasta	GCA_001266635	CP010319.1	572473	572851	553		
GCA-000007265-protein1391.fasta	GCA_000007265	AE009948.1	1440384	1440762	1391	Large-conductance mechanosensitive channel	http://purl.uniprot.org/uniprot/E7S3E4
GCA-000689235-protein552.fasta	GCA_000689235	HG939456.1	582819	584103	552	3-phosphoshikimate 1-carboxyvinyltransferase	http://purl.uniprot.org/uniprot/Q3K2B0
GCA-001190885-protein2612.fasta	GCA_001190885	CP011329.1	790065	790830	2612	Methyltransferase	http://purl.uniprot.org/uniprot/S9MDG7
GCA-001448985-protein1852.fasta	GCA_001448985	CP013202.1	1932651	1933239	1852	Thymidylate_kin, Thymidylate kinase	http://purl.uniprot.org/uniprot/A0A0H1KDV3
GCA-000599965-protein1572.fasta	GCA_000599965	CP007482.1	1550663	1551536	1572	Small ribosomal subunit biogenesis GTPase RsgA	http://purl.uniprot.org/uniprot/Q8E3D9
GCA-000689235-protein901.fasta	GCA_000689235	HG939456.1	961111	961915	901	Phosphate import ATP-binding protein PstB 2	http://purl.uniprot.org/uniprot/P63369
GCA-001592385-protein1646.fasta	GCA_001592385	CP010874.1	1688284	1690204	1646	Elongation factor G (EF-G)	http://purl.uniprot.org/uniprot/A0A0U1AYY3
GCA-000689235-protein346.fasta	GCA_000689235	HG939456.1	376931	377543	346	Membrane protein	http://purl.uniprot.org/uniprot/S9AVU5
GCA-000831145-protein1712.fasta	GCA_000831145	CP007570.1	1818559	1818991	1712	adenine methyltransferase	http://purl.uniprot.org/uniparc/UPI0003A4CC36
GCA-000427035-protein3816.fasta	GCA_000427035	HF952104.1	2090151	2090658	3816	Putative phage protein	http://purl.uniprot.org/uniprot/A0A0H1XA45
GCA-001026925-protein1674.fasta	GCA_001026925	CP010867.1	1749243	1750440	1674	Phosphoglycerate kinase	http://purl.uniprot.org/uniprot/E7S2J1
GCA-000689235-protein819.fasta	GCA_000689235	HG939456.1	871660	871954	819		
GCA-000302475-protein429.fasta	GCA_000302475	CP003919.1	448419	448755	429		
GCA-000782855-protein2902.fasta	GCA_000782855	CP006910.1	957573	958164	2902	XRE family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI0002BAD3E5
GCA-001190805-protein3568.fasta	GCA_001190805	CP011325.1	1639589	1641509	3568	PTS system, IIABC components	http://purl.uniprot.org/uniprot/Q8DY04
GCA-000967445-protein2630.fasta	GCA_000967445	FO393392.1	488493	488796	2630	Ribose 5-phosphate isomerase	http://purl.uniprot.org/uniprot/S9KWU5
GCA-001190805-protein2289.fasta	GCA_001190805	CP011325.1	294342	295041	2289	Glycerol transporter	http://purl.uniprot.org/uniprot/S9CF79
GCA-000599965-protein1029.fasta	GCA_000599965	CP007482.1	1023142	1023769	1029		
GCA-000831105-protein779.fasta	GCA_000831105	CP007572.1	806235	808533	779		
GCA-000831125-protein2766.fasta	GCA_000831125	CP007571.1	642441	643326	2766	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A076YZP9
GCA-001026925-protein996.fasta	GCA_001026925	CP010867.1	1056827	1057712	996	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005C6532
GCA-001592385-protein1748.fasta	GCA_001592385	CP010874.1	1791648	1792812	1748	MFS transporter	http://purl.uniprot.org/uniprot/A0A0E1EJK0
GCA-000007265-protein1237.fasta	GCA_000007265	AE009948.1	1279884	1280193	1237	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8DZ48
GCA-000007265-protein1575.fasta	GCA_000007265	AE009948.1	1625642	1626122	1575	Transcriptional repressor NrdR	http://purl.uniprot.org/uniprot/Q8DY70
GCA-000730215-protein2548.fasta	GCA_000730215	CP007631.2	568733	569222	2548	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EFW8
GCA-000427035-protein2442.fasta	GCA_000427035	HF952104.1	669287	670205	2442	Sortase	http://purl.uniprot.org/uniprot/A0A1F0CB63
GCA-000831105-protein3.fasta	GCA_000831105	CP007572.1	2887	5272	3	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A9DY93
GCA-001552035-protein2762.fasta	GCA_001552035	CP012480.1	707054	708179	2762	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1S1FFC7
GCA-001592385-protein353.fasta	GCA_001592385	CP010874.1	339196	341587	353	primosomal protein N'	http://purl.uniprot.org/uniparc/UPI00031BF04B
GCA-001592385-protein1972.fasta	GCA_001592385	CP010874.1	2005299	2007840	1972		
GCA-000007265-protein149.fasta	GCA_000007265	AE009948.1	163911	164844	149	Oligopeptide ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/Q8E246
GCA-000782855-protein2539.fasta	GCA_000782855	CP006910.1	569922	571452	2539	phage portal protein	http://purl.uniprot.org/uniparc/UPI0002BB0AED
GCA-000730215-protein2934.fasta	GCA_000730215	CP007631.2	972937	973363	2934		
GCA-000689235-protein1488.fasta	GCA_000689235	HG939456.1	1564224	1564500	1488	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000187A3CA
GCA-001592385-protein438.fasta	GCA_001592385	CP010874.1	425690	427040	438	glucose-6-phosphate isomerase	http://purl.uniprot.org/uniparc/UPI0002E75A47
GCA-001190865-protein1358.fasta	GCA_001190865	CP011328.1	1342298	1342832	1358		
GCA-001592385-protein970.fasta	GCA_001592385	CP010874.1	999758	1000610	970	Ribosome biogenesis GTPase A	http://purl.uniprot.org/uniprot/F8Y0C9
GCA-000007265-protein10.fasta	GCA_000007265	AE009948.1	10294	10666	10	Septum formation initiator	http://purl.uniprot.org/uniprot/E7S160
GCA-001026925-protein244.fasta	GCA_001026925	CP010867.1	256859	257510	244	Amino acid ABC transporter permease	http://purl.uniprot.org/uniprot/A0A1F0CED7
GCA-001448985-protein584.fasta	GCA_001448985	CP013202.1	608022	609003	584	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1E9AFN0
GCA-000730215-protein2885.fasta	GCA_000730215	CP007631.2	912056	912566	2885	Queuosine transporter QueT	http://purl.uniprot.org/uniprot/S8FZ40
GCA-001592385-protein2053.fasta	GCA_001592385	CP010874.1	2082114	2084091	2053	ATP-dependent zinc metalloprotease FtsH	http://purl.uniprot.org/uniprot/A0A0H1J7Z3
GCA-000689235-protein1219.fasta	GCA_000689235	HG939456.1	1289195	1289660	1219	Lipoprotein signal peptidase	http://purl.uniprot.org/uniprot/Q3K0E6
GCA-000782855-protein2986.fasta	GCA_000782855	CP006910.1	1040972	1041278	2986	DUF4176 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002BADF41
GCA-001190885-protein3065.fasta	GCA_001190885	CP011329.1	1271007	1271214	3065	Heavy metal-associated domain protein	http://purl.uniprot.org/uniprot/G5KBI9
GCA-000012705-protein3792.fasta	GCA_000012705	CP000114.1	1755852	1756302	3792	PTS fructose transporter subunit IIA	http://purl.uniprot.org/uniprot/A0A0E1EJ89
GCA-000689235-protein348.fasta	GCA_000689235	HG939456.1	379215	379659	348	Hydrolase	http://purl.uniprot.org/uniprot/A0A0H1K5Z9
GCA-000689235-protein909.fasta	GCA_000689235	HG939456.1	967673	968606	909	Riboflavin biosynthesis protein	http://purl.uniprot.org/uniprot/F8Y0B3
GCA-001275545-protein2125.fasta	GCA_001275545	CP012419.2	213853	214825	2125	Competence protein CglA	http://purl.uniprot.org/uniprot/Q8E236
GCA-001592385-protein924.fasta	GCA_001592385	CP010874.1	950946	952509	924	GMP synthase (glutamine-hydrolyzing)	http://purl.uniprot.org/uniparc/UPI0002D93788
GCA-001592385-protein1900.fasta	GCA_001592385	CP010874.1	1937866	1938604	1900	GntR family transcriptional regulator	http://purl.uniprot.org/uniprot/F8Y3Q1
GCA-000730215-protein3104.fasta	GCA_000730215	CP007631.2	1152555	1153392	3104	NAD kinase	http://purl.uniprot.org/uniprot/Q8E571
GCA-001592425-protein4003.fasta	GCA_001592425	CP010875.1	1999016	1999721	4003	transglycosylase	http://purl.uniprot.org/uniparc/UPI00028C7928
GCA-000730215-protein3180.fasta	GCA_000730215	CP007631.2	1226148	1227246	3180	Putative polysaccharide repeating unit polymerase CpsIVH	http://purl.uniprot.org/uniprot/Q93TI8
GCA-001190805-protein2897.fasta	GCA_001190805	CP011325.1	950648	953441	2897	Cation-transporting ATPase, E1-E2 family	http://purl.uniprot.org/uniprot/Q8E025
GCA-001026925-protein173.fasta	GCA_001026925	CP010867.1	195693	196761	173	Glutamyl-aminopeptidase	http://purl.uniprot.org/uniprot/Q8E225
GCA-001655175-protein575.fasta	GCA_001655175	CP015976.1	579365	580628	575		
GCA-001266635-protein1149.fasta	GCA_001266635	CP010319.1	1202718	1203195	1149	transcriptional regulator	http://purl.uniprot.org/uniparc/UPI00069E375F
GCA-000689235-protein548.fasta	GCA_000689235	HG939456.1	578960	579446	548	Hydrolase, NUDIX family	http://purl.uniprot.org/uniprot/E7S5E8
GCA-000012705-protein2176.fasta	GCA_000012705	CP000114.1	83362	83899	2176	50S ribosomal protein L6	http://purl.uniprot.org/uniprot/Q3K3V4
GCA-001190885-protein3097.fasta	GCA_001190885	CP011329.1	1300657	1302325	3097	recombinase	http://purl.uniprot.org/uniparc/UPI0005E012EC
GCA-000831105-protein1521.fasta	GCA_000831105	CP007572.1	1602045	1602744	1521	Gluconate 5-dehydrogenase, putative	http://purl.uniprot.org/uniprot/Q8DYE1
GCA-001275545-protein3076.fasta	GCA_001275545	CP012419.2	1196657	1198670	3076	PblA	http://purl.uniprot.org/uniparc/UPI0006ACA01E
